price,model,exterior_color,interior_color,number_of_keys,year,miles,make,highway_mpg,city_mpg,car_type,number_of_doors,type_of_transmission,number_of_gears
15990,FUSION,Red,Ebony Cloth Seats,1,2019,26502,FORD,34,23,Sedan,4,Auto,6
16590,CX-5,White,Black,1,2015,55130,MAZDA,32,25,SUV,4,Auto,6
17990,CAMRY,Gray,Black,1,2017,42552,TOYOTA,33,24,Sedan,4,Auto,6
12990,ALTIMA,Black,Beige,1,2015,78435,NISSAN,38,27,Sedan,4,Auto,CVT
16990,MUSTANG,White,Char Black Turned Mini Leat,2,2014,48966,FORD,30,19,Convertible,2,Auto,6
15990,500X,White,Black,2,2016,30176,FIAT,31,22,SUV,4,Auto,9
19990,TLX,Silver,Gray,1,2016,26960,ACURA,35,24,Sedan,4,Auto,8
14990,CR-V,Blue,Beige,2,2014,94207,HONDA,31,23,SUV,4,Auto,5
15990,EDGE,Gray,Ebony Cloth Seats,2,2016,67614,FORD,30,21,SUV,4,Auto,6
11990,MIRAGE,White,Black,1,2019,13411,MITSUBISHI,41,33,Hatchback,4,Manual,5
30990,UX,White,Black,2,2019,10701,LEXUS,28,22,SUV,4,Auto,10
24590,QX60,Gray,Black,1,2017,66905,INFINITI,27,20,SUV,4,Auto,CVT
27990,CANYON CREW CAB,Black,Lt. Brown,2,2015,48732,GMC,26,18,Truck,4,Auto,6
24990,XF,Silver,Black,2,2017,41529,JAGUAR,29,20,Sedan,4,Auto,8
26990,370Z,Yellow,Black,2,2018,19846,NISSAN,26,19,Coupe,2,Auto,7
20590,IMPREZA,Silver,Black,2,2019,28668,SUBARU,36,27,Sedan,4,Auto,CVT
21990,SANTA FE,White,Gray/Gray,1,2020,8154,HYUNDAI,29,22,SUV,4,Auto,8
14990,REGAL,White,Black,2,2016,42103,BUICK,30,21,Sedan,4,Auto,6
30590,TACOMA DOUBLE CAB,White,Gray,1,2015,47633,TOYOTA,21,16,Truck,4,Auto,5
20990,5 SERIES,White,Beige,1,2015,51298,BMW,34,23,Sedan,4,Auto,8
22990,MDX,Black,Tan,1,2014,55630,ACURA,28,20,SUV,4,Auto,6
15990,S60,Blue,Soft Beige,2,2014,36308,VOLVO,30,21,Sedan,4,Auto,6
29990,RC,Silver,Dk. Red,2,2015,44785,LEXUS,28,19,Coupe,2,Auto,8
21990,GS,Black,Lt. Gray,2,2013,81721,LEXUS,28,19,Sedan,4,Auto,6
23990,5 SERIES,Silver,Black,2,2016,51242,BMW,31,20,Sedan,4,Auto,8
18990,CHEROKEE,Red,Black,2,2017,17033,JEEP,30,21,SUV,4,Auto,9
12990,FIESTA,White,Charcoal Black Cloth Seats,1,2019,27752,FORD,37,27,Sedan,4,Auto,6
18990,HIGHLANDER,White,Gray,1,2013,95440,TOYOTA,24,18,SUV,4,Auto,5
25990,CROSSTREK,Black,Black,1,2019,27018,SUBARU,33,27,SUV,4,Auto,CVT
23990,CROSSTREK,Blue,Black,1,2018,20184,SUBARU,33,27,SUV,4,Auto,CVT
26990,OUTBACK,White,Brown,2,2018,49859,SUBARU,27,20,Wagon,4,Auto,CVT
31990,CONVERTIBLE,Gray,Black,2,2019,8193,MINI,33,25,Convertible,2,Auto,6
31990,EXPEDITION,Black,Ebony Leather Blacket Seats,2,2017,76732,FORD,20,15,SUV,4,Auto,6
22590,ENCLAVE,White,Black,1,2016,62009,BUICK,22,15,SUV,4,Auto,6
32590,GLC,White,Black,2,2019,24012,MERCEDES-BENZ,27,22,SUV,4,Auto,9
24990,NX,Silver,Black,1,2015,31961,LEXUS,28,22,SUV,4,Auto,6
14590,ENCLAVE,White,Black,2,2012,73647,BUICK,24,17,SUV,4,Auto,6
13990,SONATA,Red,Gray,2,2017,61661,HYUNDAI,36,25,Sedan,4,Auto,6
15990,ODYSSEY,Gray,Gray,2,2013,93511,HONDA,27,18,Minivan,4,Auto,5
27590,STINGER,Blue,Black,2,2018,28283,KIA,29,22,Sedan,4,Auto,8
14990,HARDTOP,White,Black,1,2014,58228,MINI,38,27,Hatchback,2,Auto,6
15990,OUTLANDER,Gray,Black,1,2017,43115,MITSUBISHI,30,25,SUV,4,Auto,CVT
16990,X5,White,Beige,2,2011,77474,BMW,26,19,SUV,4,Auto,8
15590,500X,Silver,Black Interior Color,2,2018,36285,FIAT,30,22,SUV,4,Auto,9
13990,CIVIC,Gray,Black,2,2014,80967,HONDA,39,30,Coupe,2,Auto,CVT
24590,ACADIA,White,Black,2,2016,41038,GMC,22,15,SUV,4,Auto,6
16590,COUNTRYMAN,Blue,Black,2,2014,37598,MINI,30,25,Hatchback,4,Auto,6
20990,ES,Gray,Lt. Gray,2,2013,36457,LEXUS,31,21,Sedan,4,Auto,6
32990,SILVERADO 1500 CREW CAB,Green,Lt. Brown,2,2015,34248,CHEVROLET,23,16,Truck,4,Auto,6
16990,CTS,White,Lt. Brown,2,2010,24585,CADILLAC,27,18,Sedan,4,Auto,6
13990,TIGUAN,Blue,Black Leatherette,1,2016,44087,VOLKSWAGEN,26,21,SUV,4,Auto,6
15990,ECOSPORT,White,Medium Stone Cloth Seats,2,2019,9240,FORD,29,27,SUV,4,Auto,6
18990,CX-5,Red,Black,2,2016,54714,MAZDA,30,24,SUV,4,Auto,6
14990,EDGE,Gold,Med Lt Stone Leather,2,2013,70017,FORD,27,19,SUV,4,Auto,6
15990,PATRIOT,Blue,Dk. Gray,2,2016,20099,JEEP,28,21,SUV,4,Auto,6
14990,SANTA FE SPORT,Gray,Gray,1,2016,42436,HYUNDAI,25,19,SUV,4,Auto,6
13990,JETTA,Brown,Beige,2,2013,46805,VOLKSWAGEN,37,29,Sedan,4,Auto,6
11590,FIESTA,Blue,Charcoal Black Cloth Seats,2,2016,47215,FORD,35,27,Hatchback,4,Manual,5
18990,IS,Red,Black,2,2014,103956,LEXUS,30,21,Sedan,4,Auto,6
18990,IMPREZA,Black,Black,1,2017,38380,SUBARU,38,28,Wagon,4,Auto,CVT
20990,EXPLORER,White,Oh Black Perforated Leather,2,2013,89416,FORD,22,16,SUV,4,Auto,6
25990,PACIFICA,White,Black,1,2020,39485,CHRYSLER,28,19,Minivan,4,Auto,9
25990,PACIFICA,White,Gray,1,2020,33652,CHRYSLER,28,19,Minivan,4,Auto,9
13990,CC,Gray,Black,2,2014,36998,VOLKSWAGEN,31,22,Sedan,4,Auto,6
15990,CR-V,Black,Black,2,2012,65195,HONDA,31,23,SUV,4,Auto,5
16990,CAMRY,Black,Black,1,2016,32741,TOYOTA,35,25,Sedan,4,Auto,6
29990,CHALLENGER,Black,Black Interior Color,2,2017,16274,DODGE,25,16,Coupe,2,Auto,8
14990,PRIUS C,White,Black,1,2015,41654,TOYOTA,46,53,Hatchback,4,Auto,CVT
26590,PACIFICA,Blue,Gray,1,2020,33088,CHRYSLER,28,19,Minivan,4,Auto,9
19590,GRAND CHEROKEE,Brown,Brown,1,2012,67122,JEEP,20,13,SUV,4,Auto,6
26590,MUSTANG,Red,Char Black Rec Cloth Bkt,2,2014,18936,FORD,26,15,Coupe,2,Manual,6
11990,PRIUS,Silver,Gray,2,2010,49956,TOYOTA,48,51,Hatchback,4,Auto,CVT
20990,3 SERIES,Black,Black,2,2012,41924,BMW,27,18,Convertible,2,Auto,6
16990,CAMRY,White,Black,1,2017,43663,TOYOTA,33,24,Sedan,4,Auto,6
12990,OUTBACK,Silver,Black,2,2012,93504,SUBARU,29,22,Wagon,4,Auto,CVT
13990,PRIUS,White,Gray,1,2015,70596,TOYOTA,48,51,Hatchback,4,Auto,CVT
18990,PRIUS PRIME,Gray,Black,2,2017,63184,TOYOTA,53,55,Hatchback,4,Auto,CVT
15590,MUSTANG,Red,Char Black Turned Mini Leat,2,2012,65985,FORD,31,19,Coupe,2,Auto,6
12590,SONATA,Silver,Gray,2,2014,56428,HYUNDAI,35,24,Sedan,4,Auto,6
17990,PILOT,Black,Gray,2,2013,92123,HONDA,25,18,SUV,4,Auto,5
17990,ROGUE,Gray,Black,2,2017,31525,NISSAN,33,26,SUV,4,Auto,CVT
27990,ATLAS,Silver,Black,2,2019,32156,VOLKSWAGEN,24,17,SUV,4,Auto,8
18990,MUSTANG,Silver,Ebony Cloth Sports Blacket,1,2015,46673,FORD,28,17,Coupe,2,Manual,6
14990,C-CLASS,Blue,Beige,1,2012,60665,MERCEDES-BENZ,31,21,Coupe,2,Auto,7
28990,CONTINENTAL,Blue,Cappuccino Luxury Leather,1,2018,36834,LINCOLN,26,17,Sedan,4,Auto,6
13590,MAXIMA,Silver,Dk. Gray,1,2013,64376,NISSAN,26,19,Sedan,4,Auto,CVT
11590,ALTIMA,White,Dk. Gray,2,2013,87880,NISSAN,38,27,Sedan,4,Auto,CVT
13990,MALIBU,White,Jet Black/Titanium,2,2015,27146,CHEVROLET,36,25,Sedan,4,Auto,6
14990,COUNTRYMAN,White,Black Leatherette,1,2014,68903,MINI,31,25,Hatchback,4,Manual,6
12990,C-MAX HYBRID,Red,Charcoal Black Leather Seat,2,2014,48732,FORD,37,42,Wagon,4,Auto,CVT
17990,RX,Silver,Lt. Gray,2,2011,87319,LEXUS,24,18,SUV,4,Auto,6
20990,ATS,White,Beige,2,2016,32624,CADILLAC,30,22,Sedan,4,Auto,8
27990,PACIFICA,White,Gray,1,2020,18068,CHRYSLER,28,19,Minivan,4,Auto,9
25990,SIENNA,Gray,Black,1,2015,32818,TOYOTA,25,18,Minivan,4,Auto,6
14990,FUSION,Silver,Charcoal Blk Lthr Trim Seat,2,2016,49851,FORD,36,24,Sedan,4,Auto,6
18590,XV CROSSTREK,Silver,Black,2,2014,28684,SUBARU,33,25,SUV,4,Auto,CVT
24590,A4,White,Black,1,2017,55089,AUDI,31,24,Sedan,4,Auto,7
21990,PRIUS PRIME,White,Black,1,2018,29441,TOYOTA,53,55,Hatchback,4,Auto,CVT
16990,MAZDA6,White,Black,1,2017,41728,MAZDA,34,24,Sedan,4,Manual,6
15590,ESCAPE,White,Charcoal Black Cloth Seats,1,2015,54328,FORD,29,22,SUV,4,Auto,6
25990,TLX,Black,Black,1,2018,42900,ACURA,32,20,Sedan,4,Auto,9
28990,NX,Orange,Black,2,2018,21564,LEXUS,28,22,SUV,4,Auto,6
15990,MALIBU,Gray,Black,2,2018,19142,CHEVROLET,36,27,Sedan,4,Auto,6
10590,200,Black,Black,2,2011,29964,CHRYSLER,29,19,Convertible,2,Auto,6
15990,FUSION,Black,Charcoal Blk Lthr Trim Seat,2,2016,26343,FORD,36,24,Sedan,4,Auto,6
13990,SENTRA,White,Black,1,2018,43865,NISSAN,37,29,Sedan,4,Auto,CVT
28590,Q5,Silver,Black,2,2018,32885,AUDI,27,23,SUV,4,Auto,7
22590,GOLF GTI,Black,Titan Black W/Clark Plaid Cloth,1,2018,23291,VOLKSWAGEN,33,25,Sedan,4,Manual,6
15590,EQUINOX,White,Black,1,2017,53568,CHEVROLET,31,21,SUV,4,Auto,6
12990,VERSA,Gray,Charcoal,2,2019,24692,NISSAN,36,27,Sedan,4,Manual,5
32990,DURANGO,Gray,Black,1,2020,30979,DODGE,25,18,SUV,4,Auto,8
29590,G80,White,Beige/Beige,1,2018,26912,GENESIS,27,19,Sedan,4,Auto,8
21990,300,White,Black,1,2017,52214,CHRYSLER,31,19,Sedan,4,Auto,8
12990,PASSAT,Silver,Black,2,2014,61122,VOLKSWAGEN,34,24,Sedan,4,Auto,6
18590,ECOSPORT,Silver,Ebony Black Lthr-Trim Seats,2,2018,28742,FORD,29,23,SUV,4,Auto,6
13590,OPTIMA,Red,Black,2,2013,96119,KIA,34,22,Sedan,4,Auto,6
16990,SIENNA,White,Black,2,2012,79858,TOYOTA,25,18,Minivan,4,Auto,6
16990,CR-V,Brown,Black,1,2015,67494,HONDA,33,26,SUV,4,Auto,CVT
18590,IMPREZA,White,Black,1,2018,13198,SUBARU,37,28,Wagon,4,Auto,CVT
21990,ATS,Brown,Beige,1,2016,29394,CADILLAC,30,22,Sedan,4,Auto,8
24590,E-CLASS,Gray,Black Mb-Tex,2,2014,33612,MERCEDES-BENZ,30,21,Sedan,4,Auto,7
15990,FIESTA,Gray,Charcoal Black/Contrast Sti,2,2016,59591,FORD,32,26,Hatchback,4,Manual,6
13990,CHEROKEE,Gray,Black,2,2014,81358,JEEP,31,22,SUV,4,Auto,9
14990,500 ABARTH,Black,Nero (Black) Interior Color,1,2015,49071,FIAT,32,24,Convertible,2,Auto,6
23990,A3,Blue,Rock Gray,1,2017,30235,AUDI,31,24,Sedan,4,Auto,6
15990,ESCAPE,Silver,Med Light Stone Lthr Seats,2,2015,52782,FORD,30,22,SUV,4,Auto,6
21590,TRANSIT CONNECT PASSENGER,White,Med Stone Leather Seats,2,2017,34456,FORD,27,19,Van,4,Auto,6
24590,2 SERIES,Silver,Black,2,2016,37085,BMW,35,23,Convertible,2,Auto,8
13990,ALTIMA,Silver,Dk. Gray,1,2015,40442,NISSAN,38,27,Sedan,4,Auto,CVT
17990,ENCORE,Blue,Black,1,2017,14271,BUICK,33,25,SUV,4,Auto,6
13590,XTERRA,White,Dk. Gray,2,2012,82633,NISSAN,22,16,SUV,4,Auto,5
13590,ALTIMA,Red,Beige,1,2015,51423,NISSAN,38,27,Sedan,4,Auto,CVT
22990,MUSTANG,Gray,Ebony Cloth Blacket Seats,2,2018,33983,FORD,32,21,Coupe,2,Auto,10
12590,SPARK,Purple,Black,1,2019,14111,CHEVROLET,38,29,Hatchback,4,Manual,5
14590,TIGUAN LIMITED,Black,Charcoal Black Cloth,2,2017,26596,VOLKSWAGEN,24,20,SUV,4,Auto,6
20590,5 SERIES,White,Mocha Nappa Leather,2,2015,60403,BMW,34,23,Sedan,4,Auto,8
22590,FRONTIER KING CAB,White,Gray,3,2019,9331,NISSAN,22,17,Truck,2,Auto,5
12990,ELANTRA,Silver,Gray,2,2016,45011,HYUNDAI,38,28,Sedan,4,Auto,6
18990,G,Gray,Black,2,2011,25742,INFINITI,27,19,Coupe,2,Auto,7
23990,C-CLASS,Gray,Gray,1,2016,48911,MERCEDES-BENZ,31,24,Sedan,4,Auto,7
13590,PACEMAN,White,Black,1,2013,53497,MINI,32,25,Hatchback,2,Auto,6
17990,CLUBMAN,Gray,Black,2,2017,33101,MINI,33,25,Hatchback,4,Auto,6
21990,ACADIA,Red,Light Titanium,2,2014,47663,GMC,23,16,SUV,4,Auto,6
18590,FORESTER,White,Gray,2,2017,51742,SUBARU,28,22,SUV,4,Manual,6
28590,RIDGELINE,Gray,Black,1,2017,32493,HONDA,26,19,Truck,4,Auto,6
15990,ECOSPORT,White,Ebony Black Cloth Seats,2,2018,23637,FORD,29,27,SUV,4,Auto,6
11990,PRIUS,Green,Tan,2,2012,93572,TOYOTA,48,51,Hatchback,4,Auto,CVT
15990,SONATA,Red,Gray,1,2017,17515,HYUNDAI,36,25,Sedan,4,Auto,6
14990,C-MAX HYBRID,Red,Charcoal Black Leather Seat,2,2016,33275,FORD,37,42,Wagon,4,Auto,CVT
13590,ALTIMA,Beige,Beige,2,2013,25462,NISSAN,38,27,Sedan,4,Auto,CVT
30990,SILVERADO 1500 DOUBLE CAB,Black,Black,2,2017,52500,CHEVROLET,22,16,Truck,4,Auto,6
20590,PACIFICA,Black,Black,1,2017,98828,CHRYSLER,28,18,Minivan,4,Auto,9
26990,PILOT,Silver,Gray,1,2018,41084,HONDA,27,19,SUV,4,Auto,6
11990,GRAND CARAVAN PASSENGER,Red,Black,2,2014,94378,DODGE,25,17,Minivan,4,Auto,6
14590,MALIBU LIMITED,Silver,Black,2,2016,49158,CHEVROLET,36,25,Sedan,4,Auto,6
13590,OUTLANDER SPORT,White,Black,2,2015,74399,MITSUBISHI,30,24,SUV,4,Manual,5
28990,HIGHLANDER,Red,Black,2,2018,15054,TOYOTA,27,21,SUV,4,Auto,8
22990,ENVISION,Silver,Beige,1,2016,12557,BUICK,26,20,SUV,4,Auto,6
27990,F150 SUPER CAB,Silver,Medium Gray Cloth 40/20/40,2,2016,31427,FORD,23,18,Truck,4,Auto,6
24990,C-CLASS,Gray,Black,2,2016,27177,MERCEDES-BENZ,34,25,Sedan,4,Auto,7
25990,A5,Black,Beige,2,2014,34209,AUDI,29,20,Convertible,2,Auto,8
11990,CRUZE,White,Black,2,2012,41192,CHEVROLET,38,26,Sedan,4,Auto,6
21990,A4,Gray,Black,2,2017,29787,AUDI,33,25,Sedan,4,Auto,7
11990,FOCUS,Gray,Charcoal Black Cloth Seats,1,2015,29456,FORD,40,27,Hatchback,4,Auto,6
13990,FOCUS,Black,Charcoal Black Cloth Seats,2,2017,54207,FORD,36,26,Hatchback,4,Auto,6
12590,RIO,Red,Black,1,2017,8658,KIA,36,27,Sedan,4,Manual,6
16990,RDX,White,Tan,1,2015,86743,ACURA,28,20,SUV,4,Auto,6
22990,GOLF GTI,White,Black,2,2018,13628,VOLKSWAGEN,33,25,Sedan,4,Manual,6
16590,OUTBACK,Gray,Black,2,2013,60435,SUBARU,30,24,Wagon,4,Auto,CVT
11990,COROLLA,White,Gray,1,2013,73622,TOYOTA,34,26,Sedan,4,Auto,4
13590,FORTE,Burgundy,Black,1,2018,21489,KIA,37,29,Sedan,4,Auto,6
11590,VERANO,White,Medium Titanium,2,2015,97700,BUICK,32,21,Sedan,4,Auto,6
29590,C-CLASS,Black,Black,1,2018,27419,MERCEDES-BENZ,33,24,Sedan,4,Auto,9
10990,500L,Gray,Black,2,2014,63159,FIAT,33,24,Hatchback,4,Auto,6
16990,GENESIS COUPE,Red,Brown,2,2012,57282,HYUNDAI,27,17,Coupe,2,Auto,6
25990,QX70,Black,Graphite,2,2017,51105,INFINITI,24,17,SUV,4,Auto,7
12990,S60,Gray,Soft Beige,2,2012,46325,VOLVO,30,20,Sedan,4,Auto,6
9990,YARIS,Black,Black,2,2009,34058,TOYOTA,35,29,Hatchback,2,Auto,4
20990,PILOT,Gray,Gray,1,2014,56345,HONDA,25,18,SUV,4,Auto,5
20990,HARDTOP 4 DOOR,Green,Black,2,2019,11260,MINI,35,27,Hatchback,4,Auto,6
14990,PRIUS V,White,Gray,2,2014,42275,TOYOTA,40,44,Wagon,4,Auto,CVT
24590,S-CLASS,Black,Black,2,2013,100952,MERCEDES-BENZ,25,15,Sedan,4,Auto,7
34590,A5,Blue,Gray,1,2018,32431,AUDI,34,24,Sedan,4,Auto,7
22590,TRAVERSE,Black,Black,1,2018,41153,CHEVROLET,27,18,SUV,4,Auto,9
14990,LIBERTY,Gray,Dk. Gray,1,2012,64786,JEEP,21,15,SUV,4,Auto,4
19990,ACCORD,Black,Black,1,2016,64732,HONDA,34,21,Sedan,4,Auto,6
12990,RIO,Black,Beige,1,2017,21671,KIA,36,27,Hatchback,4,Auto,6
15990,V60,White,Soft Beige,2,2015,100924,VOLVO,29,20,Wagon,4,Auto,6
20590,BRZ,Blue,Black,2,2013,28830,SUBARU,34,25,Coupe,2,Auto,6
10590,CRUZE,Blue,Lt. Gray,2,2012,71279,CHEVROLET,42,28,Sedan,4,Manual,6
20990,MAZDA3,Blue,Black,1,2019,10964,MAZDA,35,26,Sedan,4,Auto,6
21590,4 SERIES,Gray,Black,1,2014,64921,BMW,35,23,Coupe,2,Auto,8
17590,MAZDA6,Black,Black,1,2017,19023,MAZDA,35,26,Sedan,4,Auto,6
14990,COROLLA,Black,Black,2,2015,33215,TOYOTA,37,29,Sedan,4,Auto,CVT
14990,FLEX,White,Dune Leather,2,2013,76536,FORD,25,18,SUV,4,Auto,6
26990,REGAL TOURX,White,Black,1,2018,11593,BUICK,29,21,Wagon,4,Auto,8
18990,CT,Gray,Black,2,2016,35256,LEXUS,40,43,Hatchback,4,Auto,CVT
14990,SONATA HYBRID,Silver,Gray,1,2017,51408,HYUNDAI,43,38,Sedan,4,Auto,6
29990,SILVERADO 1500 DOUBLE CAB,White,Dk. Gray,1,2018,22242,CHEVROLET,23,16,Truck,4,Auto,6
23590,FRONTIER CREW CAB,Silver,Lt. Gray,1,2016,52058,NISSAN,21,15,Truck,4,Auto,5
27990,CLA,Black,Beige,2,2018,16877,MERCEDES-BENZ,37,24,Coupe,4,Auto,7
12590,MAZDA6,White,Black,1,2014,93825,MAZDA,38,26,Sedan,4,Auto,6
13990,SONIC,Gray,Jet Black/Dark Titanium,2,2018,26892,CHEVROLET,34,24,Sedan,4,Auto,6
18990,OUTLANDER SPORT,Blue,Black,2,2020,10524,MITSUBISHI,30,24,SUV,4,Auto,CVT
17590,EQUUS,Silver,Black,1,2013,70076,HYUNDAI,23,15,Sedan,4,Auto,8
27990,WRX,Red,Black,2,2018,17110,SUBARU,27,21,Sedan,4,Manual,6
21590,TLX,Gray,Black,1,2017,46926,ACURA,34,21,Sedan,4,Auto,9
17590,3 SERIES,Black,Black,1,2014,49466,BMW,35,23,Sedan,4,Auto,8
22590,A6,Silver,Black,2,2016,43525,AUDI,33,25,Sedan,4,Auto,7
28590,GL-CLASS,Gray,Beige,2,2014,67929,MERCEDES-BENZ,19,14,SUV,4,Auto,7
22990,EXPEDITION,White,Dune Leather Blacket Seats,1,2015,73133,FORD,22,16,SUV,4,Auto,6
14990,MAZDA6,Gray,Black,1,2015,76015,MAZDA,40,28,Sedan,4,Auto,6
18990,COUNTRYMAN,Blue,Black,2,2017,63939,MINI,33,25,Hatchback,4,Auto,6
21990,EDGE,Silver,Ebony Perorated Suede,1,2015,42143,FORD,27,18,SUV,4,Auto,6
12990,PRIUS,Silver,Dk. Gray,2,2013,92520,TOYOTA,48,51,Hatchback,4,Auto,CVT
19990,GLK-CLASS,Black,Black,1,2013,74090,MERCEDES-BENZ,24,19,SUV,4,Auto,7
9590,VERSA,Silver,Dk. Gray,2,2015,77045,NISSAN,40,31,Hatchback,4,Auto,CVT
16990,SANTA FE,Silver,Gray,2,2016,82058,HYUNDAI,25,18,SUV,4,Auto,6
10990,JETTA,White,Black,1,2014,87043,VOLKSWAGEN,36,25,Sedan,4,Auto,6
15590,SEDONA,Black,Gray,1,2016,66582,KIA,24,18,Minivan,4,Auto,6
18590,PRIUS,White,Black,1,2016,55150,TOYOTA,50,54,Hatchback,4,Auto,CVT
13990,COROLLA,Silver,Black,1,2014,46305,TOYOTA,37,29,Sedan,4,Auto,CVT
15990,A4,White,Black,2,2014,84187,AUDI,32,24,Sedan,4,Auto,CVT
16590,CIVIC,Black,Gray,2,2015,22000,HONDA,39,30,Coupe,2,Auto,CVT
24990,TT,Silver,Black,2,2014,66555,AUDI,31,22,Coupe,2,Auto,6
18990,RLX,Gray,Black,2,2014,54024,ACURA,31,20,Sedan,4,Auto,6
10990,FOCUS,Gray,Med Light Stone Cloth Seats,1,2013,7900,FORD,38,27,Hatchback,4,Auto,6
28990,WRANGLER,Black,Black,2,2012,84130,JEEP,21,16,SUV,4,Manual,6
24990,NX,White,Tan,2,2015,34437,LEXUS,28,22,SUV,4,Auto,6
12590,SONIC,White,Dk. Gray,2,2017,38438,CHEVROLET,34,24,Sedan,4,Auto,6
14990,ACCORD,White,Beige,2,2015,70360,HONDA,36,27,Sedan,4,Auto,CVT
25990,HIGHLANDER,White,Black,1,2017,49781,TOYOTA,27,21,SUV,4,Auto,8
14590,SOUL,Black,Black,1,2017,56827,KIA,30,25,Wagon,4,Auto,6
10990,SPARK,White,Jet Black,2,2017,37200,CHEVROLET,38,30,Hatchback,4,Auto,CVT
19590,MAZDA6,Gray,Black / Espresso,1,2017,36955,MAZDA,35,27,Sedan,4,Auto,6
17990,RDX,Silver,Black,2,2014,53679,ACURA,28,20,SUV,4,Auto,6
22990,CHALLENGER,Black,Black,1,2016,46039,DODGE,30,19,Coupe,2,Auto,8
12590,FOCUS,Black,Charcoal Black Cloth Seats,1,2016,48707,FORD,40,27,Hatchback,4,Auto,6
16590,COROLLA,Blue,Black,2,2017,26261,TOYOTA,36,28,Sedan,4,Auto,CVT
17990,ACCORD HYBRID,Gray,Black,2,2014,65083,HONDA,45,50,Sedan,4,Auto,CVT
25590,S-CLASS,Silver,Black,2,2012,82175,MERCEDES-BENZ,24,15,Sedan,4,Auto,7
15990,CAMRY,Silver,Tan,2,2014,30979,TOYOTA,38,40,Sedan,4,Auto,CVT
11990,BEETLE,Red,Black,2,2012,61333,VOLKSWAGEN,29,22,Hatchback,2,Auto,6
17990,TSX,Black,Black,1,2014,32265,ACURA,31,22,Sedan,4,Auto,5
20990,TIGUAN,Gray,Black,1,2018,29865,VOLKSWAGEN,27,22,SUV,4,Auto,8
15990,MAZDA6,Red,Black,1,2015,42909,MAZDA,38,26,Sedan,4,Auto,6
20590,Q50,White,Beige,2,2015,59790,INFINITI,27,19,Sedan,4,Auto,7
16990,BEETLE,Silver,Black,2,2014,62106,VOLKSWAGEN,37,28,Convertible,2,Auto,6
15990,CT,Red,Off White,1,2012,59907,LEXUS,40,43,Hatchback,4,Auto,CVT
14990,IMPREZA,White,Beige,2,2015,39466,SUBARU,36,27,Wagon,4,Auto,CVT
21990,IMPREZA,Blue,Beige,1,2018,12151,SUBARU,37,28,Wagon,4,Auto,CVT
14990,A3,Gray,Black,1,2013,76643,AUDI,42,30,Wagon,4,Auto,6
14590,COUNTRYMAN,White,Black,2,2013,57475,MINI,32,25,Hatchback,4,Auto,6
18590,PACIFICA,Gray,Black / Alloy Interior Color,1,2017,72702,CHRYSLER,28,18,Minivan,4,Auto,9
16990,JOURNEY,Gray,Black Interior Color,1,2018,33954,DODGE,25,19,SUV,4,Auto,4
31990,AVALON,Red,Black,2,2019,7930,TOYOTA,31,22,Sedan,4,Auto,8
21990,ATS,White,Jet Black With Jet Black Accents,1,2018,22749,CADILLAC,31,22,Sedan,4,Auto,8
16590,ACCORD,Gold,Tan,1,2014,57983,HONDA,34,21,Sedan,4,Auto,6
23990,MKC,Black,Cappuccino Prem Lthr Trim,1,2017,23447,LINCOLN,25,19,SUV,4,Auto,6
17990,3 SERIES,Silver,Black,2,2013,28519,BMW,33,23,Sedan,4,Auto,8
11990,PRIUS C,Black,Black,2,2015,100759,TOYOTA,46,53,Hatchback,4,Auto,CVT
13990,SRX,White,Beige,1,2011,102486,CADILLAC,25,18,SUV,4,Auto,6
11590,MAZDA3,Gray,Black,2,2013,79128,MAZDA,40,28,Sedan,4,Auto,6
18990,ES,Beige,Parchment W/Walnut,1,2014,75484,LEXUS,39,40,Sedan,4,Auto,CVT
20990,XTS,Gray,Black,1,2014,51473,CADILLAC,26,17,Sedan,4,Auto,6
15990,GRAND CHEROKEE,Gray,Gray,2,2013,97334,JEEP,23,16,SUV,4,Auto,5
11990,LANCER,Blue,Black,1,2015,57877,MITSUBISHI,34,26,Sedan,4,Auto,CVT
27590,COLORADO CREW CAB,Gray,Black,2,2017,45909,CHEVROLET,25,18,Truck,4,Auto,6
13990,MAZDA3,Red,Black,2,2016,35897,MAZDA,41,30,Sedan,4,Auto,6
18990,TLX,Black,Black,1,2015,55412,ACURA,34,21,Sedan,4,Auto,9
20990,MX-5 MIATA,Gray,Spicy Mocha,2,2014,10390,MAZDA,28,21,Convertible,2,Auto,6
10590,SPARK,Black,Jet Black,1,2017,50613,CHEVROLET,38,30,Hatchback,4,Auto,CVT
15990,GOLF,Red,Black,2,2015,34164,VOLKSWAGEN,43,31,Sedan,4,Auto,6
19990,PILOT,White,Gray,1,2015,87191,HONDA,25,18,SUV,4,Auto,5
20590,CAMARO,Blue,Black,2,2015,50743,CHEVROLET,30,19,Coupe,2,Auto,6
13990,FUSION,Beige,Dune Cloth Seats,1,2016,33139,FORD,34,22,Sedan,4,Auto,6
33590,4RUNNER,Black,Black,2,2018,25236,TOYOTA,20,17,SUV,4,Auto,5
28990,TRAVERSE,White,Black,2,2019,29312,CHEVROLET,27,18,SUV,4,Auto,9
16990,HR-V,Black,Gray,1,2017,42226,HONDA,34,28,SUV,4,Auto,CVT
19990,G,Black,Black,2,2013,51398,INFINITI,25,18,Coupe,2,Auto,7
